SITE,DATE,Date,WEIR-REP,Watershed,Sample,,Sample Location 
Hubbard Brook ,7/29/2019,7/29/2019,W3-05,3,ST190695,,
Hubbard Brook ,8/5/2019,8/5/2019,W3-05,3,ST190735,,
Hubbard Brook ,8/12/2019,8/12/2019,W3-05,3,ST190775,,
Hubbard Brook ,8/19/2019,8/19/2019,W3-05,3,ST190815,,
Hubbard Brook ,8/26/2019,8/26/2019,W3-05,3,ST190855,,
Hubbard Brook ,9/3/2019,9/3/2019,W3-05,3,ST190895,,
Hubbard Brook ,9/9/2019,9/9/2019,W3-05,3,ST190935,,
Hubbard Brook ,9/16/2019,9/16/2019,W3-05,3,ST191975,,
Hubbard Brook ,9/23/2019,9/23/2019,W3-05,3,ST191015,,
Hubbard Brook ,9/30/2019,9/30/2019,W3-05,3,ST191055,,
Hubbard Brook ,10/7/2019,10/7/2019,W3-05,3,ST191095,,
Hubbard Brook ,10/15/2019,10/15/2019,W3-05,3,ST191135,,
Hubbard Brook ,10/21/2019,10/21/2019,W3-05,3,ST191175,,
Hubbard Brook ,10/28/2019,10/28/2019,W3-05,3,ST191215,,
Hubbard Brook ,11/4/2019,11/4/2019,W3-05,3,ST191255,,
Hubbard Brook ,11/11/2019,11/11/2019,W3-05,3,ST191295,,
Hubbard Brook ,11/18/2019,11/18/2019,W3-05,3,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W3-05,3,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W3-05,3,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W4-01,4,ST190016,,Duke
Hubbard Brook ,4/1/2019,4/1/2019,W4-01,4,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W4-01,4,,,label # will  be assigned at end of collection season
Hubbard Brook ,4/15/2019,4/15/2019,W4-01,4,ST190096,,
Hubbard Brook ,4/22/2019,4/22/2019,W4-01,4,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W4-01,4,ST190176,,
Hubbard Brook ,5/6/2019,5/6/2019,W4-01,4,ST190216,,
Hubbard Brook ,5/13/2019,5/13/2019,W4-01,4,ST190256,,
Hubbard Brook ,5/20/2019,5/20/2019,W4-01,4,ST190296,,
Hubbard Brook ,5/28/2019,5/28/2019,W4-01,4,ST190336,,
Hubbard Brook ,6/2/2019,6/2/2019,W4-01,4,ST190376,,
Hubbard Brook ,6/10/2019,6/10/2019,W4-01,4,ST190416,,
Hubbard Brook ,6/17/2019,6/17/2019,W4-01,4,ST190456,,
Hubbard Brook ,6/24/2019,6/24/2019,W4-01,4,ST190496,,
Hubbard Brook ,7/1/2019,7/1/2019,W4-01,4,ST190536,,
Hubbard Brook ,7/8/2019,7/8/2019,W4-01,4,ST190576,,
Hubbard Brook ,7/15/2019,7/15/2019,W4-01,4,ST190616,,
Hubbard Brook ,7/22/2019,7/22/2019,W4-01,4,ST190656,,
Hubbard Brook ,7/29/2019,7/29/2019,W4-01,4,ST190696,,
Hubbard Brook ,8/5/2019,8/5/2019,W4-01,4,ST190736,,
Hubbard Brook ,8/12/2019,8/12/2019,W4-01,4,ST190776,,
Hubbard Brook ,8/19/2019,8/19/2019,W4-01,4,ST190816,,
Hubbard Brook ,8/26/2019,8/26/2019,W4-01,4,ST190856,,
Hubbard Brook ,9/3/2019,9/3/2019,W4-01,4,ST190896,,
Hubbard Brook ,9/9/2019,9/9/2019,W4-01,4,ST190936,,
Hubbard Brook ,9/16/2019,9/16/2019,W4-01,4,ST191976,,
Hubbard Brook ,9/23/2019,9/23/2019,W4-01,4,ST191016,,
Hubbard Brook ,9/30/2019,9/30/2019,W4-01,4,ST191056,,
Hubbard Brook ,10/7/2019,10/7/2019,W4-01,4,ST191096,,
Hubbard Brook ,10/15/2019,10/15/2019,W4-01,4,ST191136,,
Hubbard Brook ,10/21/2019,10/21/2019,W4-01,4,ST191176,,
Hubbard Brook ,10/28/2019,10/28/2019,W4-01,4,ST191216,,
Hubbard Brook ,11/4/2019,11/4/2019,W4-01,4,ST191256,,
Hubbard Brook ,11/11/2019,11/11/2019,W4-01,4,ST191296,,
Hubbard Brook ,11/18/2019,11/18/2019,W4-01,4,ST191336,,
Hubbard Brook ,11/25/2019,11/25/2019,W4-01,4,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W4-01,4,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W4-02,4,,NS,Duke
Hubbard Brook ,4/1/2019,4/1/2019,W4-02,4,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W4-02,4,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W4-02,4,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W4-02,4,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W4-02,4,ST190177,,
Hubbard Brook ,5/6/2019,5/6/2019,W4-02,4,ST190217,,
Hubbard Brook ,5/13/2019,5/13/2019,W4-02,4,ST190257,,
Hubbard Brook ,5/20/2019,5/20/2019,W4-02,4,ST190297,,
Hubbard Brook ,5/28/2019,5/28/2019,W4-02,4,ST190337,,
Hubbard Brook ,6/2/2019,6/2/2019,W4-02,4,ST190377,,
Hubbard Brook ,6/10/2019,6/10/2019,W4-02,4,ST190417,,
Hubbard Brook ,6/17/2019,6/17/2019,W4-02,4,ST190457,,
Hubbard Brook ,6/24/2019,6/24/2019,W4-02,4,ST190497,,
Hubbard Brook ,7/1/2019,7/1/2019,W4-02,4,ST190537,,
Hubbard Brook ,7/8/2019,7/8/2019,W4-02,4,ST190577,,
Hubbard Brook ,7/15/2019,7/15/2019,W4-02,4,ST190617,,
Hubbard Brook ,7/22/2019,7/22/2019,W4-02,4,ST190657,,
Hubbard Brook ,7/29/2019,7/29/2019,W4-02,4,ST190697,,
Hubbard Brook ,8/5/2019,8/5/2019,W4-02,4,ST190737,,
Hubbard Brook ,8/12/2019,8/12/2019,W4-02,4,ST190777,,
Hubbard Brook ,8/19/2019,8/19/2019,W4-02,4,ST190817,,
Hubbard Brook ,8/26/2019,8/26/2019,W4-02,4,ST190857,,
Hubbard Brook ,9/3/2019,9/3/2019,W4-02,4,ST190897,,
Hubbard Brook ,9/9/2019,9/9/2019,W4-02,4,ST190937,,
Hubbard Brook ,9/16/2019,9/16/2019,W4-02,4,ST191977,,
Hubbard Brook ,9/23/2019,9/23/2019,W4-02,4,ST191017,,
Hubbard Brook ,9/30/2019,9/30/2019,W4-02,4,ST191057,,
Hubbard Brook ,10/7/2019,10/7/2019,W4-02,4,ST191097,,
Hubbard Brook ,10/15/2019,10/15/2019,W4-02,4,ST191137,,
Hubbard Brook ,10/21/2019,10/21/2019,W4-02,4,ST191177,,
Hubbard Brook ,10/28/2019,10/28/2019,W4-02,4,ST191217,,
Hubbard Brook ,11/4/2019,11/4/2019,W4-02,4,ST191257,,
Hubbard Brook ,11/11/2019,11/11/2019,W4-02,4,ST191297,,
Hubbard Brook ,11/18/2019,11/18/2019,W4-02,4,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W4-02,4,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W4-02,4,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W4-03,4,,NS,Duke
Hubbard Brook ,4/1/2019,4/1/2019,W4-03,4,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W4-03,4,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W4-03,4,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W4-03,4,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W4-03,4,ST190178,,
Hubbard Brook ,5/6/2019,5/6/2019,W4-03,4,ST190218,,
Hubbard Brook ,5/13/2019,5/13/2019,W4-03,4,ST190258,,
Hubbard Brook ,5/20/2019,5/20/2019,W4-03,4,ST190298,,
Hubbard Brook ,5/28/2019,5/28/2019,W4-03,4,ST190338,,
Hubbard Brook ,6/2/2019,6/2/2019,W4-03,4,ST190378,,
Hubbard Brook ,6/10/2019,6/10/2019,W4-03,4,ST190418,,
Hubbard Brook ,6/17/2019,6/17/2019,W4-03,4,ST190458,,
Hubbard Brook ,6/24/2019,6/24/2019,W4-03,4,ST190498,,
Hubbard Brook ,7/1/2019,7/1/2019,W4-03,4,ST190538,,
Hubbard Brook ,7/8/2019,7/8/2019,W4-03,4,ST190578,,
Hubbard Brook ,7/15/2019,7/15/2019,W4-03,4,ST190618,,
Hubbard Brook ,7/22/2019,7/22/2019,W4-03,4,ST190658,,
Hubbard Brook ,7/29/2019,7/29/2019,W4-03,4,ST190698,,
Hubbard Brook ,8/5/2019,8/5/2019,W4-03,4,ST190738,,
Hubbard Brook ,8/12/2019,8/12/2019,W4-03,4,ST190778,,
Hubbard Brook ,8/19/2019,8/19/2019,W4-03,4,ST190818,,
Hubbard Brook ,8/26/2019,8/26/2019,W4-03,4,ST190858,,
Hubbard Brook ,9/3/2019,9/3/2019,W4-03,4,ST190898,,
Hubbard Brook ,9/9/2019,9/9/2019,W4-03,4,ST190938,,
Hubbard Brook ,9/16/2019,9/16/2019,W4-03,4,ST191978,,
Hubbard Brook ,9/23/2019,9/23/2019,W4-03,4,ST191018,,
Hubbard Brook ,9/30/2019,9/30/2019,W4-03,4,ST191058,,
Hubbard Brook ,10/7/2019,10/7/2019,W4-03,4,ST191098,,
Hubbard Brook ,10/15/2019,10/15/2019,W4-03,4,ST191138,,
Hubbard Brook ,10/21/2019,10/21/2019,W4-03,4,ST191178,,
Hubbard Brook ,10/28/2019,10/28/2019,W4-03,4,ST191218,,
Hubbard Brook ,11/4/2019,11/4/2019,W4-03,4,ST191258,,
Hubbard Brook ,11/11/2019,11/11/2019,W4-03,4,ST191298,,
Hubbard Brook ,11/18/2019,11/18/2019,W4-03,4,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W4-03,4,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W4-03,4,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W4-04,4,,NS,Duke
Hubbard Brook ,4/1/2019,4/1/2019,W4-04,4,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W4-04,4,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W4-04,4,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W4-04,4,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W4-04,4,ST190179,,
Hubbard Brook ,5/6/2019,5/6/2019,W4-04,4,ST190219,,
Hubbard Brook ,5/13/2019,5/13/2019,W4-04,4,ST190259,,
Hubbard Brook ,5/20/2019,5/20/2019,W4-04,4,ST190299,,
Hubbard Brook ,5/28/2019,5/28/2019,W4-04,4,ST190339,,
Hubbard Brook ,6/2/2019,6/2/2019,W4-04,4,ST190379,,
Hubbard Brook ,6/10/2019,6/10/2019,W4-04,4,ST190419,,
Hubbard Brook ,6/17/2019,6/17/2019,W4-04,4,ST190459,,
Hubbard Brook ,6/24/2019,6/24/2019,W4-04,4,ST190499,,
Hubbard Brook ,7/1/2019,7/1/2019,W4-04,4,ST190539,,
Hubbard Brook ,7/8/2019,7/8/2019,W4-04,4,ST190579,,
Hubbard Brook ,7/15/2019,7/15/2019,W4-04,4,ST190619,,
Hubbard Brook ,7/22/2019,7/22/2019,W4-04,4,ST190659,,
Hubbard Brook ,7/29/2019,7/29/2019,W4-04,4,ST190699,,
Hubbard Brook ,8/5/2019,8/5/2019,W4-04,4,ST190739,,
Hubbard Brook ,8/12/2019,8/12/2019,W4-04,4,ST190779,,
Hubbard Brook ,8/19/2019,8/19/2019,W4-04,4,ST190819,,
Hubbard Brook ,8/26/2019,8/26/2019,W4-04,4,ST190859,,
Hubbard Brook ,9/3/2019,9/3/2019,W4-04,4,ST190899,,
Hubbard Brook ,9/9/2019,9/9/2019,W4-04,4,ST190939,,
Hubbard Brook ,9/16/2019,9/16/2019,W4-04,4,ST191979,,
Hubbard Brook ,9/23/2019,9/23/2019,W4-04,4,ST191019,,
Hubbard Brook ,9/30/2019,9/30/2019,W4-04,4,ST191059,,
Hubbard Brook ,10/7/2019,10/7/2019,W4-04,4,ST191099,,
Hubbard Brook ,10/15/2019,10/15/2019,W4-04,4,ST191139,,
Hubbard Brook ,10/21/2019,10/21/2019,W4-04,4,ST191179,,
Hubbard Brook ,10/28/2019,10/28/2019,W4-04,4,ST191219,,
Hubbard Brook ,11/4/2019,11/4/2019,W4-04,4,ST191259,,
Hubbard Brook ,11/11/2019,11/11/2019,W4-04,4,ST191299,,
Hubbard Brook ,11/18/2019,11/18/2019,W4-04,4,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W4-04,4,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W4-04,4,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W4-05,4,,NS,Duke
Hubbard Brook ,4/1/2019,4/1/2019,W4-05,4,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W4-05,4,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W4-05,4,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W4-05,4,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W4-05,4,ST190180,,
Hubbard Brook ,5/6/2019,5/6/2019,W4-05,4,ST190220,,
Hubbard Brook ,5/13/2019,5/13/2019,W4-05,4,ST190260,,
Hubbard Brook ,5/20/2019,5/20/2019,W4-05,4,ST190300,,
Hubbard Brook ,5/28/2019,5/28/2019,W4-05,4,ST190340,,
Hubbard Brook ,6/2/2019,6/2/2019,W4-05,4,ST190380,,
Hubbard Brook ,6/10/2019,6/10/2019,W4-05,4,ST190420,,
Hubbard Brook ,6/17/2019,6/17/2019,W4-05,4,ST190460,,
Hubbard Brook ,6/24/2019,6/24/2019,W4-05,4,ST190500,,
Hubbard Brook ,7/1/2019,7/1/2019,W4-05,4,ST190540,,
Hubbard Brook ,7/8/2019,7/8/2019,W4-05,4,ST190580,,
Hubbard Brook ,7/15/2019,7/15/2019,W4-05,4,ST190620,,
Hubbard Brook ,7/22/2019,7/22/2019,W4-05,4,ST190660,,
Hubbard Brook ,7/29/2019,7/29/2019,W4-05,4,ST190700,,
Hubbard Brook ,8/5/2019,8/5/2019,W4-05,4,ST190740,,
Hubbard Brook ,8/12/2019,8/12/2019,W4-05,4,ST190780,,
Hubbard Brook ,8/19/2019,8/19/2019,W4-05,4,ST190820,,
Hubbard Brook ,8/26/2019,8/26/2019,W4-05,4,ST190860,,
Hubbard Brook ,9/3/2019,9/3/2019,W4-05,4,ST190900,,
Hubbard Brook ,9/9/2019,9/9/2019,W4-05,4,ST190940,,
Hubbard Brook ,9/16/2019,9/16/2019,W4-05,4,ST191980,,
Hubbard Brook ,9/23/2019,9/23/2019,W4-05,4,ST191020,,
Hubbard Brook ,9/30/2019,9/30/2019,W4-05,4,ST191060,,
Hubbard Brook ,10/7/2019,10/7/2019,W4-05,4,ST191100,,
Hubbard Brook ,10/15/2019,10/15/2019,W4-05,4,ST191140,,
Hubbard Brook ,10/21/2019,10/21/2019,W4-05,4,ST191180,,
Hubbard Brook ,10/28/2019,10/28/2019,W4-05,4,ST191220,,
Hubbard Brook ,11/4/2019,11/4/2019,W4-05,4,ST191260,,
Hubbard Brook ,11/11/2019,11/11/2019,W4-05,4,ST191300,,
Hubbard Brook ,11/18/2019,11/18/2019,W4-05,4,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W4-05,4,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W4-05,4,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W5-01,5,,NS,Duke
Hubbard Brook ,4/1/2019,4/1/2019,W5-01,5,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W5-01,5,,,label # will  be assigned at end of collection season
Hubbard Brook ,4/15/2019,4/15/2019,W5-01,5,ST190101,,
Hubbard Brook ,4/22/2019,4/22/2019,W5-01,5,ST190141,,
Hubbard Brook ,4/29/2019,4/29/2019,W5-01,5,ST190181,,
Hubbard Brook ,5/6/2019,5/6/2019,W5-01,5,ST190221,,
Hubbard Brook ,5/13/2019,5/13/2019,W5-01,5,ST190261,,
Hubbard Brook ,5/20/2019,5/20/2019,W5-01,5,ST190301,,
Hubbard Brook ,5/28/2019,5/28/2019,W5-01,5,ST190341,,
Hubbard Brook ,6/2/2019,6/2/2019,W5-01,5,ST190381,,
Hubbard Brook ,6/10/2019,6/10/2019,W5-01,5,ST190421,,
Hubbard Brook ,6/17/2019,6/17/2019,W5-01,5,ST190461,,
Hubbard Brook ,6/24/2019,6/24/2019,W5-01,5,ST190501,,
Hubbard Brook ,7/1/2019,7/1/2019,W5-01,5,ST190541,,
Hubbard Brook ,7/8/2019,7/8/2019,W5-01,5,ST190581,,
Hubbard Brook ,7/15/2019,7/15/2019,W5-01,5,ST190621,,
Hubbard Brook ,7/22/2019,7/22/2019,W5-01,5,ST190661,,
Hubbard Brook ,7/29/2019,7/29/2019,W5-01,5,ST190701,,
Hubbard Brook ,8/5/2019,8/5/2019,W5-01,5,ST190741,,
Hubbard Brook ,8/12/2019,8/12/2019,W5-01,5,ST190781,,
Hubbard Brook ,8/19/2019,8/19/2019,W5-01,5,ST190821,,
Hubbard Brook ,8/26/2019,8/26/2019,W5-01,5,ST190861,,
Hubbard Brook ,9/3/2019,9/3/2019,W5-01,5,ST190901,,
Hubbard Brook ,9/9/2019,9/9/2019,W5-01,5,ST190941,,
Hubbard Brook ,9/16/2019,9/16/2019,W5-01,5,ST191981,,
Hubbard Brook ,9/23/2019,9/23/2019,W5-01,5,ST191021,,
Hubbard Brook ,9/30/2019,9/30/2019,W5-01,5,ST191061,,
Hubbard Brook ,10/7/2019,10/7/2019,W5-01,5,ST191101,,
Hubbard Brook ,10/15/2019,10/15/2019,W5-01,5,ST191141,,
Hubbard Brook ,10/21/2019,10/21/2019,W5-01,5,ST191181,,
Hubbard Brook ,10/28/2019,10/28/2019,W5-01,5,ST191221,,
Hubbard Brook ,11/4/2019,11/4/2019,W5-01,5,ST191261,,
Hubbard Brook ,11/11/2019,11/11/2019,W5-01,5,ST191301,,
Hubbard Brook ,11/18/2019,11/18/2019,W5-01,5,ST191341,,
Hubbard Brook ,11/25/2019,11/25/2019,W5-01,5,ST191381,,
Hubbard Brook ,12/3/2019,12/3/2019,W5-01,5,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W5-02,5,,NS,Duke
Hubbard Brook ,4/1/2019,4/1/2019,W5-02,5,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W5-02,5,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W5-02,5,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W5-02,5,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W5-02,5,ST190182,,
Hubbard Brook ,5/6/2019,5/6/2019,W5-02,5,ST190222,,
Hubbard Brook ,5/13/2019,5/13/2019,W5-02,5,ST190262,,
Hubbard Brook ,5/20/2019,5/20/2019,W5-02,5,ST190302,,
Hubbard Brook ,5/28/2019,5/28/2019,W5-02,5,ST190342,,
Hubbard Brook ,6/2/2019,6/2/2019,W5-02,5,ST190382,,
Hubbard Brook ,6/10/2019,6/10/2019,W5-02,5,ST190422,,
Hubbard Brook ,6/17/2019,6/17/2019,W5-02,5,ST190462,,
Hubbard Brook ,6/24/2019,6/24/2019,W5-02,5,ST190502,,
Hubbard Brook ,7/1/2019,7/1/2019,W5-02,5,ST190542,,
Hubbard Brook ,7/8/2019,7/8/2019,W5-02,5,ST190582,,
Hubbard Brook ,7/15/2019,7/15/2019,W5-02,5,ST190622,,
Hubbard Brook ,7/22/2019,7/22/2019,W5-02,5,ST190662,,
Hubbard Brook ,7/29/2019,7/29/2019,W5-02,5,ST190702,,
Hubbard Brook ,8/5/2019,8/5/2019,W5-02,5,ST190742,,
Hubbard Brook ,8/12/2019,8/12/2019,W5-02,5,ST190782,,
Hubbard Brook ,8/19/2019,8/19/2019,W5-02,5,ST190822,,
Hubbard Brook ,8/26/2019,8/26/2019,W5-02,5,ST190862,,
Hubbard Brook ,9/3/2019,9/3/2019,W5-02,5,ST190902,,
Hubbard Brook ,9/9/2019,9/9/2019,W5-02,5,ST190942,,
Hubbard Brook ,9/16/2019,9/16/2019,W5-02,5,ST191982,,
Hubbard Brook ,9/23/2019,9/23/2019,W5-02,5,ST191022,,
Hubbard Brook ,9/30/2019,9/30/2019,W5-02,5,ST191062,,
Hubbard Brook ,10/7/2019,10/7/2019,W5-02,5,ST191102,,
Hubbard Brook ,10/15/2019,10/15/2019,W5-02,5,ST191142,,
Hubbard Brook ,10/21/2019,10/21/2019,W5-02,5,ST191182,,
Hubbard Brook ,10/28/2019,10/28/2019,W5-02,5,ST191222,,
Hubbard Brook ,11/4/2019,11/4/2019,W5-02,5,ST191262,,
Hubbard Brook ,11/11/2019,11/11/2019,W5-02,5,ST191302,,
Hubbard Brook ,11/18/2019,11/18/2019,W5-02,5,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W5-02,5,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W5-02,5,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W5-03,5,,NS,Duke
Hubbard Brook ,4/1/2019,4/1/2019,W5-03,5,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W5-03,5,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W5-03,5,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W5-03,5,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W5-03,5,ST190183,,
Hubbard Brook ,5/6/2019,5/6/2019,W5-03,5,ST190223,,
Hubbard Brook ,5/13/2019,5/13/2019,W5-03,5,ST190263,,
Hubbard Brook ,5/20/2019,5/20/2019,W5-03,5,ST190303,,
Hubbard Brook ,5/28/2019,5/28/2019,W5-03,5,ST190343,,
Hubbard Brook ,6/2/2019,6/2/2019,W5-03,5,ST190383,,
Hubbard Brook ,6/10/2019,6/10/2019,W5-03,5,ST190423,,
Hubbard Brook ,6/17/2019,6/17/2019,W5-03,5,ST190463,,
Hubbard Brook ,6/24/2019,6/24/2019,W5-03,5,ST190503,,
Hubbard Brook ,7/1/2019,7/1/2019,W5-03,5,ST190543,,
Hubbard Brook ,7/8/2019,7/8/2019,W5-03,5,ST190583,,
Hubbard Brook ,7/15/2019,7/15/2019,W5-03,5,ST190623,,
Hubbard Brook ,7/22/2019,7/22/2019,W5-03,5,ST190663,,
Hubbard Brook ,7/29/2019,7/29/2019,W5-03,5,ST190703,,
Hubbard Brook ,8/5/2019,8/5/2019,W5-03,5,ST190743,,
Hubbard Brook ,8/12/2019,8/12/2019,W5-03,5,ST190783,,
Hubbard Brook ,8/19/2019,8/19/2019,W5-03,5,ST190823,,
Hubbard Brook ,8/26/2019,8/26/2019,W5-03,5,ST190863,,
Hubbard Brook ,9/3/2019,9/3/2019,W5-03,5,ST190903,,
Hubbard Brook ,9/9/2019,9/9/2019,W5-03,5,ST190943,,
Hubbard Brook ,9/16/2019,9/16/2019,W5-03,5,ST191983,,
Hubbard Brook ,9/23/2019,9/23/2019,W5-03,5,ST191023,,
Hubbard Brook ,9/30/2019,9/30/2019,W5-03,5,ST191063,,
Hubbard Brook ,10/7/2019,10/7/2019,W5-03,5,ST191103,,
Hubbard Brook ,10/15/2019,10/15/2019,W5-03,5,ST191143,,
Hubbard Brook ,10/21/2019,10/21/2019,W5-03,5,ST191183,,
Hubbard Brook ,10/28/2019,10/28/2019,W5-03,5,ST191223,,
Hubbard Brook ,11/4/2019,11/4/2019,W5-03,5,ST191263,,
Hubbard Brook ,11/11/2019,11/11/2019,W5-03,5,ST191303,,
Hubbard Brook ,11/18/2019,11/18/2019,W5-03,5,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W5-03,5,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W5-03,5,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W5-04,5,,NS,Duke
Hubbard Brook ,4/1/2019,4/1/2019,W5-04,5,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W5-04,5,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W5-04,5,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W5-04,5,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W5-04,5,ST190184,,
Hubbard Brook ,5/6/2019,5/6/2019,W5-04,5,ST190224,,
Hubbard Brook ,5/13/2019,5/13/2019,W5-04,5,ST190264,,
Hubbard Brook ,5/20/2019,5/20/2019,W5-04,5,ST190304,,
Hubbard Brook ,5/28/2019,5/28/2019,W5-04,5,ST190344,,
Hubbard Brook ,6/2/2019,6/2/2019,W5-04,5,ST190384,,
Hubbard Brook ,6/10/2019,6/10/2019,W5-04,5,ST190424,,
Hubbard Brook ,6/17/2019,6/17/2019,W5-04,5,ST190464,,
Hubbard Brook ,6/24/2019,6/24/2019,W5-04,5,ST190504,,
Hubbard Brook ,7/1/2019,7/1/2019,W5-04,5,ST190544,,
Hubbard Brook ,7/8/2019,7/8/2019,W5-04,5,ST190584,,
Hubbard Brook ,7/15/2019,7/15/2019,W5-04,5,ST190624,,
Hubbard Brook ,7/22/2019,7/22/2019,W5-04,5,ST190664,,
Hubbard Brook ,7/29/2019,7/29/2019,W5-04,5,ST190704,,
Hubbard Brook ,8/5/2019,8/5/2019,W5-04,5,ST190744,,
Hubbard Brook ,8/12/2019,8/12/2019,W5-04,5,ST190784,,
Hubbard Brook ,8/19/2019,8/19/2019,W5-04,5,ST190824,,
Hubbard Brook ,8/26/2019,8/26/2019,W5-04,5,ST190864,,
Hubbard Brook ,9/3/2019,9/3/2019,W5-04,5,ST190904,,
Hubbard Brook ,9/9/2019,9/9/2019,W5-04,5,ST190944,,
Hubbard Brook ,9/16/2019,9/16/2019,W5-04,5,ST191984,,
Hubbard Brook ,9/23/2019,9/23/2019,W5-04,5,ST191024,,
Hubbard Brook ,9/30/2019,9/30/2019,W5-04,5,ST191064,,
Hubbard Brook ,10/7/2019,10/7/2019,W5-04,5,ST191104,,
Hubbard Brook ,10/15/2019,10/15/2019,W5-04,5,ST191144,,
Hubbard Brook ,10/21/2019,10/21/2019,W5-04,5,ST191184,,
Hubbard Brook ,10/28/2019,10/28/2019,W5-04,5,ST191224,,
Hubbard Brook ,11/4/2019,11/4/2019,W5-04,5,ST191264,,
Hubbard Brook ,11/11/2019,11/11/2019,W5-04,5,ST191304,,
Hubbard Brook ,11/18/2019,11/18/2019,W5-04,5,,NS,
Hubbard Brook ,11/25/2019,11/25/2019,W5-04,5,,NS,
Hubbard Brook ,12/3/2019,12/3/2019,W5-04,5,,NS,
Hubbard Brook ,3/25/2019,3/25/2019,W5-05,5,,NS,Duke
Hubbard Brook ,4/1/2019,4/1/2019,W5-05,5,,NS,
Hubbard Brook ,4/8/2019,4/8/2019,W5-05,5,,NS,
Hubbard Brook ,4/15/2019,4/15/2019,W5-05,5,,NS,
Hubbard Brook ,4/22/2019,4/22/2019,W5-05,5,,NS,
Hubbard Brook ,4/29/2019,4/29/2019,W5-05,5,ST190185,,
Hubbard Brook ,5/6/2019,5/6/2019,W5-05,5,ST190225,,
Hubbard Brook ,5/13/2019,5/13/2019,W5-05,5,ST190265,,
Hubbard Brook ,5/20/2019,5/20/2019,W5-05,5,ST190305,,
Hubbard Brook ,5/28/2019,5/28/2019,W5-05,5,ST190345,,
Hubbard Brook ,6/2/2019,6/2/2019,W5-05,5,ST190385,,
Hubbard Brook ,6/10/2019,6/10/2019,W5-05,5,ST190425,,
Hubbard Brook ,6/17/2019,6/17/2019,W5-05,5,ST190465,,
Hubbard Brook ,6/24/2019,6/24/2019,W5-05,5,ST190505,,
Hubbard Brook ,7/1/2019,7/1/2019,W5-05,5,ST190545,,
Hubbard Brook ,7/8/2019,7/8/2019,W5-05,5,ST190585,,
Hubbard Brook ,7/15/2019,7/15/2019,W5-05,5,ST190625,,
